 hmuni1                1.4483850002E+00     
 hmuni2                1.4271279573E+00     
 hmuni3                1.5138050318E+00     
 hmuni4                1.2964630127E+00     
 hmuni5                1.1445480585E+00     
 hmuni6                1.2820830345E+00     
 hmuni7                1.3610509634E+00     
 hmuni8                1.2622959614E+00     
 hmuni9                1.1814659834E+00     
 hpz01                 1.2838376760E+00     
 hpz02                 1.2872914076E+00     
 hpz03                 1.2406207323E+00     
 hpz04                 1.0098526478E+00     
 hpz05                 1.1097017527E+00     
 hpz06                 1.2306278944E+00     
 hpz07                 1.5245648623E+00     
 hpz08                 1.3614926338E+00     
 hpz09                 1.2105275393E+00     
 hpz10                 1.5013924837E+00     
 hpz11                 1.5372812748E+00     
