 zert01                -2.7276224136E+01    
 zert02                -3.1718343735E+01    
 zert03                -3.6422561646E+01    
 zert04                -4.0919525146E+01    
 zert05                -4.4840854645E+01    
 zert06                -4.7218650818E+01    
 zert07                -5.0382823944E+01    
 zert08                -5.6206123352E+01    
 zert09                -5.5675170898E+01    
 zert10                -5.4085998535E+01    
 zert11                -4.0143108368E+01    
 zert12                -3.2646778107E+01    
 zert13                -3.0225778580E+01    
 zert14                -3.6746212006E+01    
 zert15                -4.1500785828E+01    
 zert16                -4.5320865631E+01    
 zert17                -4.8818073273E+01    
 zert18                -5.1033058167E+01    
 zert19                -5.5528842926E+01    
 zert20                -5.5587261200E+01    
 zert21                -5.4501579285E+01    
 zert22                -4.8774074554E+01    
 zert23                -4.4512580872E+01    
 zert24                -3.1209224701E+01    
 zert25                -3.5763748169E+01    
 zert26                -3.8714576721E+01    
 zert27                -4.1117504120E+01    
 zert28                -4.3442138672E+01    
 zert29                -4.4850639343E+01    
 zert30                -4.5809627533E+01    
 zert31                -4.6258636475E+01    
 zert32                -4.5889511108E+01    
 zert33                -4.5112068176E+01    
 zert34                -4.3721649170E+01    
 zert35                -4.0997337341E+01    
 zert36                -3.7731201172E+01    
 zert37                -3.3036262512E+01    
 zert38                -2.8170497894E+01    
 zert39                -3.1969343185E+01    
 zert40                -3.7215518951E+01    
 zert41                -4.0485771179E+01    
 zert42                -4.3345455170E+01    
 zert43                -4.5401596069E+01    
 zert44                -4.6613075256E+01    
 zert45                -4.7441417694E+01    
 zert46                -4.7678615570E+01    
 zert47                -4.7555587769E+01    
 zert48                -4.6917125702E+01    
 zert49                -4.5774982452E+01    
 zert50                -4.3595672607E+01    
 zert51                -4.1924163818E+01    
 zert52                -3.9393463135E+01    
 zert53                -3.5989883423E+01    
 zert54                -3.0779451370E+01    
 zert55                -3.4366298676E+01    
 zert56                -3.7050045013E+01    
 zert57                -3.9182468414E+01    
 zert58                -4.1821376801E+01    
 zert59                -4.3517078400E+01    
 zert60                -4.4548439026E+01    
 zert61                -6.0240386963E+01    
 zert62                -5.9952030182E+01    
 zert63                -5.3713649750E+01    
 zert64                -5.0344581604E+01    
 zert65                -4.5518947601E+01    
 zert66                -3.6162643433E+01    
 zert67                -2.9113647461E+01    
 zert68                -3.2574745178E+01    
 zert69                -3.6206718445E+01    
 zert70                -3.8763793945E+01    
 zert71                -4.1180465698E+01    
 zert72                -4.3205284119E+01    
 zert73                -4.4802013397E+01    
 zert74                -4.5247821808E+01    
 zert75                -2.6770818710E+01    
 zert76                -3.2662296295E+01    
 zert77                -3.7849933624E+01    
 zert78                -4.1967155457E+01    
 zert79                -4.6229091644E+01    
 zert80                -2.7981355667E+01    
 zert81                -3.1078779221E+01    
 zert82                -3.3172233582E+01    
 zert83                -3.5799888611E+01    
 zert84                -3.7478332520E+01    
 zert85                -3.9127410889E+01    
 zert86                -4.0320270538E+01    
 zert87                -4.0878082275E+01    
