 IDM000001             1.0290104151E+00     
 IDM000002             9.6191167831E-01     
 IDM000003             9.8214942217E-01     
 IDM000004             8.3534562588E-01     
 IDM000005             1.0016772747E+00     
 IDM000007             1.0423130989E+00     
 IDM000008             1.1054822206E+00     
 IDM000010             1.2281515598E+00     
 IDM000012             1.1059519053E+00     
 IDM000013             1.2237632275E+00     
 IDM000014             1.0843859911E+00     
 IDM000015             1.1464581490E+00     
 IDM000017             1.3244023323E+00     
 IDM000019             1.2192666531E+00     
 IDM000020             1.1892030239E+00     
 IDM000021             1.2201623917E+00     
 IDM000022             1.2260278463E+00     
 IDM000023             1.0227737427E+00     
 IDM000024             1.0115317106E+00     
 IDM000027             1.1908664703E+00     
 IDM000028             1.2216690779E+00     
 IDM000031             8.3907091618E-01     
 IDM000275             1.2037963867E+00     
 IDM000276             1.2326780558E+00     
 IDM000277             1.1257737875E+00     
 IDM000278             1.1257737875E+00     
 IDM000381             7.5837290287E-01     
 IDM000382             1.0628292561E+00     
 IDM000383             1.1594871283E+00     
 IDM000384             1.2728768587E+00     
 IDM000385             8.8928878307E-01     
 IDM000386             1.0042338371E+00     
 IDM000387             1.0590401888E+00     
 IDM000388             1.0625910759E+00     
 IDM000389             1.1285341978E+00     
 IDM000395             1.0498546362E+00     
 IDM000505             1.1594871283E+00     
 IDM000525             1.1373193264E+00     
 IDM000526             1.2837210894E+00     
 IDM000527             1.4350252151E+00     
 IDM000528             1.1007213593E+00     
 IDM000534             1.0870981216E+00     
 IDM000548             1.2762857676E+00     
 IDM000906             9.6191167831E-01     
 IDM000907             8.3534562588E-01     
 IDM000908             1.0016772747E+00     
 IDM000909             1.2281515598E+00     
 IDM000910             1.0942025185E+00     
 IDM000912             1.1892030239E+00     
 IDM000913             1.2173614502E+00     
 IDM000914             1.1059519053E+00     
 IDM000916             1.1054822206E+00     
 IDM000917             1.0681827068E+00     
 IDM000918             1.1464581490E+00     
 IDM000919             1.2237632275E+00     
 IDM001050             7.6405429840E-01     
 IDM001051             7.6305419207E-01     
 IDM001052             9.1327232122E-01     
 IDM001053             9.9070519209E-01     
 IDM001054             9.2326164246E-01     
 IDM001055             1.1432374716E+00     
 IDM001056             1.1422870159E+00     
 IDM001057             8.2281756401E-01     
 IDM001058             1.0951989889E+00     
 IDM001059             9.4054782391E-01     
 IDM001060             8.7521708012E-01     
 IDM001061             1.1210552454E+00     
 IDM001062             9.7909361124E-01     
 IDM001063             1.0446617603E+00     
 IDM001064             1.1472606659E+00     
 IDM001065             9.6750503778E-01     
 IDM001066             9.9884849787E-01     
 IDM001067             1.0246322155E+00     
 IDM001068             1.2017157078E+00     
 IDM001069             1.0557261705E+00     
 IDM001070             9.2433530092E-01     
 IDM001071             1.2096722126E+00     
 IDM001072             1.1701385975E+00     
 IDM001073             1.2121319771E+00     
 IDM001074             1.2153673172E+00     
 IDM001075             1.1022348404E+00     
 IDM001076             1.2820646763E+00     
 IDM001077             1.2940241098E+00     
 IDM001078             1.2387380600E+00     
 IDM001079             1.1613328457E+00     
 IDM001080             1.2605739832E+00     
 IDM001081             1.1700341702E+00     
 IDM001082             1.3328173161E+00     
 IDM001083             1.3314576149E+00     
 IDM001084             1.3824710846E+00     
 IDM001085             1.4329394102E+00     
 IDM001086             1.1442611217E+00     
 IDM001087             1.3511759043E+00     
 IDM001088             1.1826545000E+00     
 IDM001089             9.7215485573E-01     
 IDM001090             1.3554912806E+00     
 IDM001091             1.3175696135E+00     
 IDM001092             1.2020816803E+00     
 IDM001093             1.2072346210E+00     
 IDM001094             1.4646112919E+00     
 IDM001095             1.0234355927E+00     
 IDM001096             1.4233307838E+00     
 IDM001097             1.3112678528E+00     
 IDM001098             1.2473667860E+00     
 IDM001099             1.3055016994E+00     
 IDM001100             1.2224315405E+00     
 IDM001101             1.2063360214E+00     
 IDM001102             1.3762170076E+00     
 IDM001103             1.2022696733E+00     
 IDM001104             1.3321294785E+00     
 IDM001105             1.0833281279E+00     
 IDM001106             1.3369919062E+00     
 IDM001107             1.2823336124E+00     
 IDM001108             1.1897252798E+00     
 IDM001109             1.2541793585E+00     
 IDM001110             9.5204705000E-01     
 IDM001111             1.3252447844E+00     
 IDM001112             1.2794795036E+00     
 IDM001113             9.8381352425E-01     
 IDM001114             1.0750606060E+00     
 IDM001115             1.1269905567E+00     
 IDM001116             1.0650919676E+00     
 IDM001117             1.0655944347E+00     
 IDM001118             1.2417305708E+00     
 IDM001119             1.1665903330E+00     
 IDM001120             9.7835123539E-01     
 IDM001121             1.3278566599E+00     
 IDM001122             1.2948389053E+00     
 IDM001123             1.2343609333E+00     
 IDM001124             1.2896562815E+00     
 IDM001125             1.3721449375E+00     
 IDM001126             1.1997010708E+00     
 IDM001127             1.2589884996E+00     
 IDM001128             1.2358046770E+00     
 IDM001129             1.3074766397E+00     
 IDM001130             1.2562304735E+00     
 IDM001131             1.2296041250E+00     
 IDM001132             1.2110147476E+00     
 IDM001133             1.1730407476E+00     
 IDM001134             1.1612385511E+00     
 IDM001135             1.1751406193E+00     
 IDM001136             1.1476055384E+00     
 IDM001137             1.0955970287E+00     
 IDM001138             1.1244202852E+00     
 IDM001139             9.4445848465E-01     
 IDM001158             1.3525508642E+00     
 IDM001159             1.0879319906E+00     
 IDM001160             1.3205403090E+00     
 IDM001161             1.3543658257E+00     
 IDM001162             1.2684386969E+00     
 IDM001163             1.0075900555E+00     
 IDM001164             1.2140746117E+00     
 IDM001165             1.2380576134E+00     
 IDM001166             1.3644764423E+00     
 IDM001175             1.2700242996E+00     
 IDM001176             1.2808096409E+00     
 IDM001177             1.2730207443E+00     
 IDM001178             1.3030792475E+00     
 IDM001179             1.1150393486E+00     
 IDM020191             8.2064789534E-01     
 IDM020192             1.1943638325E+00     
