 ztdem01               -4.6374328613E+01    
 ztdem02               -4.5745162964E+01    
 ztdem03               -3.7618892670E+01    
 ztdem05               -4.5761798859E+01    
 ztdem08               -4.4853836060E+01    
 ztdem12               -3.7488609314E+01    
 ztdem14               -4.2881195068E+01    
 ztdem15               -4.4802902222E+01    
 ztdem17               -4.7662025452E+01    
 ztdem20               -4.6633026123E+01    
 ztdem21               -4.6810169220E+01    
 ztdem22               -4.7375286102E+01    
 ztdem32               -5.7582359314E+01    
 ztdem33               -5.6788261414E+01    
 ztdem34               -5.6857978821E+01    
 ztdem35               -3.5243068695E+01    
 ztdem37               -5.0852031708E+01    
 ztdem41               -6.0093708038E+01    
 ztdem42               -5.9956058502E+01    
 ztdem43               -5.8575531006E+01    
 ztdem44               -5.7025531769E+01    
 ztdem45               -3.7445968628E+01    
 ztdem46               -3.5856613159E+01    
 ztdem47               -2.5021543503E+01    
 ztdem48               -3.3501571655E+01    
 ztdem49               -3.3585380554E+01    
 ztdem51               -3.7573394775E+01    
 ztdem52               -3.8966079712E+01    
 ztdem53               -4.3017421722E+01    
 ztdem54               -4.4632736206E+01    
 ztdem55               -4.5437656403E+01    
 ztdem56               -4.6955890656E+01    
 ztdem57               -4.5985378265E+01    
 ztdem58               -4.8373279572E+01    
 ztdem59               -4.1611392975E+01    
 ztdem61               -4.4455223083E+01    
 ztdem62               -3.7734195709E+01    
 ztdem63               -4.5660713196E+01    
 ztdem64               -4.8493694305E+01    
 ztdem65               -4.5593105316E+01    
 ztdem66               -4.5670455933E+01    
 ztdem68               -3.9974189758E+01    
 ztdem69               -3.0354413986E+01    
 ztdem71               -3.4652812958E+01    
 ztdem74               -3.7619831085E+01    
 ztdem75               -3.4959690094E+01    
 ztdem80               -3.4183727264E+01    
 ztdem81               -2.9808210373E+01    
