 zmuni1                -5.8482879639E+01    
 zmuni2                -5.5091220856E+01    
 zmuni3                -5.8668399811E+01    
 zmuni4                -5.6768516541E+01    
 zmuni5                -4.5475086212E+01    
 zmuni6                -4.8622184753E+01    
 zmuni7                -5.1917724609E+01    
 zmuni8                -4.9957344055E+01    
 zmuni9                -4.4682460785E+01    
 zpz01                 -4.7197681427E+01    
 zpz02                 -4.7288658142E+01    
 zpz03                 -4.5217315674E+01    
 zpz04                 -3.5227416992E+01    
 zpz05                 -4.0740524292E+01    
 zpz07                 -5.8482879639E+01    
 zpz08                 -5.1917724609E+01    
